url,GTIN,Product Name,Description,Ingredients,Pack Size,Product Format,Slice Weight,Product Performance,Item Type,Slice Length,Slice Width
white-pasteurized-process-reduced-sodium-sharp-american-slices-4-5-160-slices/,071505009591,WHITE PASTEURIZED PROCESS REDUCED SODIUM SHARP AMERICAN SLICES – 4/5# 160 SLICES,"Looking for ways to give your consumers all the flavor with less sodium? We’ve got just the thing. With a sharp American flavor profile and 25% less sodium than regular pasteurized process American cheese, this cheese is perfect for adding a deliciously melty touch to any application. Plus, with its convenient pre-portioned slices and EZ Pick staggered design, it streamlines kitchen preparation, reduces waste, and ensures hassle-free cooking. Whether you’re topping burgers and grilled cheese sandwiches or adding a flavorful kick to a wrap, this sliced cheese is your ticket to ecstatic consumers.","MILK, WATER, CREAM, SODIUM CITRATE, CONTAINS 2% OR LESS OF CHEESE CULTURE, CITRIC ACID, ENZYMES, POTASSIUM CITRATE, SALT, SORBIC ACID (PRESERVATIVE), SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
land-o-lakes-lowfat-blended-strawberry-banana-yogurt-cup-48-4oz/,034500633550,LAND O LAKES LOWFAT BLENDED STRAWBERRY BANANA YOGURT CUP – 48/4OZ,"Designed for grab-and-go convenience, these single lowfat yogurt servings are ideal for front-of-house displays, hotel breakfast buffets or retail shelves. Bursting with the extremely popular strawberry and banana flavor, accompanied by subtle cultured dairy notes, every bite is a creamy and satisfying treat. Whether enjoyed on its own or paired with fresh fruit and granola, it’s the perfect choice for a quick and nutritious breakfast or snack.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, STRAWBERRIES, MODIFIED FOOD STARCH, WATER, BANANA PUREE, NATURAL FLAVOR, CARRAGEENAN, PECTIN, BETA CAROTENE AND VEGETABLE JUICE (COLOR), CITRIC ACID, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",48/4OZ,Small Cup,,Ready to Eat,YOGURT,,
pauly-colby-mini-longhorn-4-6-random-weight/,030900464749,PAULY COLBY MINI LONGHORN – 4/6# RANDOM WEIGHT,"Colby Mini Longhorn brings a burst of deliciousness to any meal with its mild, clean, and sweet flavor profile. Its firm body and slightly curdy texture make it perfect for shredding or slicing, allowing you to customize your creations with ease. Whether you’re crafting sandwiches, burgers, omelets, pastas, or soups, or putting together a mouthwatering meat and cheese platter for snacking, Colby is the perfect choice.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLOR. CONTAINS: MILK",4/6#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
whole-milk-plain-yogurt-tub-4-5/,071505011549,WHOLE MILK PLAIN YOGURT TUB – 4/5#,"From marinating proteins and whipping up dressings for salads to finding exciting new replacements for mayo or sour cream, this whole milk yogurt helps you do it all. With its mild flavor profile, smooth, creamy texture, and 5-pound size, it’s ideal for high-volume applications, ensuring you always have plenty on hand to add a deliciously wholesome touch to all your dishes!","CULTURED PASTEURIZED GRADE A MILK, NATAMYCIN (TO MAINTAIN FRESHNESS). CONTAINS: MILK",4/5#,Large Cup,,Ready to Eat,YOGURT,,
pauly-cream-cheese-bulk-1-30/,045300278209,PAULY CREAM CHEESE BULK – 1/30#,"This bulk, fully cultured cream cheese is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, tartines, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",1/30#,Bulk,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
whole-milk-mozzarella-provolone-50-50-feather-shreds-4-5/,071505021654,WHOLE MILK MOZZARELLA/PROVOLONE 50/50 FEATHER SHREDS – 4/5#,"Say goodbye to tedious shredding with this premium Whole Milk Mozzarella and Provolone blend of cheeses. A classic feather shred ensures excellent coverage, saving you time and space in the kitchen. And, with its mild and slightly tangy flavor, it adds a savory touch to any dish. Whether sprinkled on pizza, folded into omelets, or tossed in salads, it will help you easily deliver the irresistible taste that consumers love.","LOW-MOISTURE MOZZARELLA CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), PROVOLONE CHEESE WITHOUT ADDED SMOKE FLAVORING (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-yellow-pasteurized-process-american-cheese-rectangular-feather-cut-shreds-4-5/,071505016261,SCHREIBER YELLOW PASTEURIZED PROCESS AMERICAN CHEESE RECTANGULAR FEATHER CUT SHREDS – 4/5#,"Say goodbye to time-consuming prep and cluttered counters with our ready-to-use rectangular feather-cut shredded processed American cheese. It has a mild, slightly salty flavor profile and smooth, medium-firm texture, making it a versatile addition to any dish. Whether you’re sprinkling it on salads and tacos or melting it on pasta, pizza, soup, vegetables, or even casseroles, it helps you make every bite more irresistible than the last.","PASTEURIZED PROCESS AMERICAN CHEESE (MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID [PRESERVATIVE], ENZYMES, LACTIC ACID, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Topical Melt,PROCESSED CHEESE,,
land-o-lakes-plain-yogurt-barrel-1-400/,034500635769,LAND O LAKES PLAIN YOGURT BARREL – 1/400#,"This yogurt offers unparalleled versatility in a 400 pound barrel. With a clean, mild flavor profile and smooth and creamy texture, it’s perfect for any application across your entire menu. Whether you’re marinating proteins, crafting dressings for salads and dips, or exploring more health-conscious alternatives like substituting sour cream or mayo in your recipes, it will help inspire endless culinary adventures, expand your offering, and draw in more consumers than ever.","CULTURED PASTEURIZED GRADE A MILK, CREAM, PECTIN. CONTAINS: MILK",1/400#,Barrel,,Ready to Eat,YOGURT,,
garden-vegetable-cream-cheese-spread-bulk-1-30/,071505020770,GARDEN VEGETABLE CREAM CHEESE SPREAD BULK – 1/30#,"Bring out the best in your dishes with this Garden Vegetable Cream Cheese Spread! Bursting with the vibrant flavors of fresh garden vegetables, this spread has a soft, creamy texture and smooth body that makes it a delightful addition to wraps, sandwiches, bagels, or as a dip for appetizers. And its bulk size makes it perfect for high-volume applications, ensuring convenience and minimizing waste.","PASTEURIZED MILK AND CREAM, WATER, CHEESE CULTURE, SALT, ONIONS*, GUAR GUM, RED AND GREEN BELL PEPPERS*, CARROTS*, XANTHAN GUM, NATURAL FLAVOR, CAROB BEAN GUM, CUCUMBER*, SPICE, NATAMYCIN (A NATURAL MOLD INHIBITOR). *DRIED CONTAINS: MILK",1/30#,Bulk,,Spreading,CREAM CHEESE,,
pauly-pepper-jack-loaf-2-5/,030900007090,PAULY PEPPER JACK LOAF – 2/5#,"Spice up your menu with this irresistible Pauly Pepper Jack Loaf. Packed with a buttery flavor and a kick of heat from jalapeno peppers, this cheese really is a game-changer. Whether you’re slicing it thin for sandwiches and burgers or shredding it to melt over tacos and quesadillas, you can always count on a bold flavor and creamy texture that your consumers will love.","PASTEURIZED MILK, JALAPENO PEPPERS, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",2/5#,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-yellow-pasteurized-process-sharp-american-slices-4-5-200-slices/,071505013659,SCHREIBER YELLOW PASTEURIZED PROCESS SHARP AMERICAN SLICES – 4/5# 200 SLICES,"Looking for a tangier, more robust taste to top your burgers, grilled cheese sandwiches, or even a signature patty melt? We’ve got you covered. The smooth and melty texture of Schreiber Yellow Pasteurized Process Sharp American Slices is the perfect accompaniment to your consumers’ favorite menu items. And there’s no need to worry about additional prep. With horizontal stack and EZ Pick staggered slices, it’s easy to separate, which means minimal waste, and easy cleanup.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.4oz.,Hot Application - Internal Melt,PROCESSED CHEESE,2.75,2.75
provolone-full-moon-slices-18-1-32-slices/,071505013406,PROVOLONE FULL MOON SLICES – 18/1# 32 SLICES,"Take your sandwiches and burgers to the next level with this delectable cheese! With its buttery, mild, and tangy flavor profile, each bite is guaranteed to be unforgettable. And, whether you’re crafting a mouthwatering sandwich or adding a savory touch to your most popular burger, its circular slice cut makes it perfect for layering and creating visually appealing dishes across the board.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",18/1#,Slice,0.5oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.5
schreiber-monterey-jack-feather-shreds-4-5/,071505014144,SCHREIBER MONTEREY JACK FEATHER SHREDS – 4/5#,"Featuring a classic feather shred for optimal coverage, this ready-to-use cheese adds a touch of visual appeal to any dish. And with its signature clean, buttery flavor and mild profile, it’s sure to please even the pickiest palates, making it a great choice for sprinkling over salads and tacos or melting in quesadillas, pasta, and casseroles.","MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-reduced-fat-mild-cheddar-feather-shreds-4-5/,071505014168,SCHREIBER REDUCED FAT MILD CHEDDAR FEATHER SHREDS – 4/5#,"Full of flavor, not fat. This cheese allows you to offer a rich taste and smooth, firm texture on menu items while reducing the overall fat content. it’s perfect for tossing into salads and tacos for a burst of flavor or melting on top of pasta, pizza, soup, vegetables, or even casseroles. And, with the feather shred, you’ll get excellent cheese coverage every time-saving precious prep time and counter space.","REDUCED FAT CHEDDAR CHEESE (PASTEURIZED MILK AND SKIM MILK, CONTAINS 2% OR LESS OF CHEESE CULTURE, COLOR ADDED, CREAM, ENZYMES, MODIFIED FOOD STARCH*, NATURAL FLAVOR*, SALT, SODIUM CITRATE*, SODIUM HEXAMETAPHOSPHATE*, VITAMIN A PALMITATE, WATER), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). *INGREDIENT NOT IN REGULAR CHEDDAR CHEESE CONTAINS: MILK",4/5#,Shredded,,HOT APPLICATION - INTERNAL MELT; HOT APPLICATION - TOPICAL MELT; COLD APPLICATION,NATURAL CHEESE,,
level-valley-creamery-cream-cheese-bulk-1-30/,129244000307,LEVEL VALLEY CREAMERY CREAM CHEESE BULK – 1/30#,"This bulk, fully cultured cream cheese is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, tartines, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",1/30#,Bulk,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
pasteurized-process-extra-hot-pepper-jack-slices-4-5-120-slices/,030900362120,PASTEURIZED PROCESS EXTRA HOT PEPPER JACK SLICES – 4/5# 120 SLICES,"Schreiber Pasteurized Process Extra Hot Pepper Jack Slices give you all the convenience, flavor, and mouthwatering melty goodness you could ask for! With a slightly salty Monterey Jack flavor profile and an extra-hot kick from peppers, it’s ideal for adding a fiery burst to your dishes. Ready-to-eat and hassle-free, they require no prep, making them perfect for any meal occasion, from breakfast sandwiches to jazzing up juicy burgers or adding an extra hot and spicy twist to your consumers’ beloved grilled cheese sandwiches.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, JALAPENO PEPPERS, JALAPENO PEPPER PUREE, SORBIC ACID (PRESERVATIVE), JALAPENO PEPPERS*, ENZYMES, RED BELL PEPPERS*, CITRIC ACID, NATURAL FLAVOR, SOY LECITHIN, VINEGAR. *DRIED CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-extra-sharp-cheddar-loaf-2-5/,071505024341,SCHREIBER EXTRA SHARP CHEDDAR LOAF – 2/5#,"Extra Sharp Cheddar has a full, rich taste that leaves a bold and delicious impression. With its firm body and smooth, slightly crumbly texture, it’s perfect for shredding, slicing, or cubing, making it easy to enhance sandwiches, burgers, omelets, pasta, soups and more.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",2/5#,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-white-pasteurized-process-american-slices-4-5-120-slices/,071505013819,SCHREIBER WHITE PASTEURIZED PROCESS AMERICAN SLICES – 4/5# 120 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber White Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-provolone-4-inch-slices-12-1-22-slices/,071505016209,SCHREIBER PROVOLONE 4 INCH SLICES – 12/1# 22 SLICES,"Our Provolone cheese has a delicious blend of buttery and tangy flavors, accompanied by a smooth and firm texture. Each circular slice measures 4 inches in diameter, providing ample coverage, making it perfect for cold deli subs or hot Philly cheesesteak sandwiches. Our premium, naturally sliced cheeses are designed to make your culinary creations even better with ease and efficiency, helping you reduce labor costs and eliminate product waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,0.73oz.,HOT APPLICATION - INTERNAL MELT; COLD APPLICATION,NATURAL CHEESE,4,4
schreiber-yellow-pasteurized-process-american-slices-4-5-flow-through-wrapper-160-slices/,071505013703,SCHREIBER YELLOW PASTEURIZED PROCESS AMERICAN SLICES – 4/5# FLOW THROUGH WRAPPER 160 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber Yellow Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
schreiber-yellow-pasteurized-process-cheddar-slices-4-5-160-slices/,071505014021,SCHREIBER YELLOW PASTEURIZED PROCESS CHEDDAR SLICES – 4/5# 160 SLICES,"Designed for simplicity and convenience, Schreiber Yellow Pasteurized Process Cheddar Slices feature a horizontal stack and EZ Pick staggered slices, making kitchen prep a breeze. And, with a slightly salty, melty Cheddar cheese flavor profile and a smooth, medium-firm texture, they’re perfect for adding a touch of sophistication to your dishes. Whether you’re topping burgers, sandwiches, or anything else on your menu, you’re going to get an incredible flavor every time.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
schreiber-pasteurized-process-swiss-american-slices-4-5-flow-through-wrapper-120-slices/,071505013888,SCHREIBER PASTEURIZED PROCESS SWISS AMERICAN SLICES – 4/5# FLOW THROUGH WRAPPER 120 SLICES,"Elevate your menu to new levels with the perfect combination of American and Swiss flavors. Schreiber Pasteurized Process Swiss American Slices have a clean, slightly salty flavor profile that helps you delight taste buds with every bite. It also features a smooth, medium-firm texture and moderate melt when heated, making it the perfect addition to a wide range of dishes like chicken sandwiches, classic grilled cheese, juicy burgers, and hot ham and cheese.","MILK AND PART-SKIM MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, CITRIC ACID, SORBIC ACID (PRESERVATIVE), ENZYMES, SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-2-lactose-free-milk-6-32-fl-oz/,071505023955,SCHREIBER 2% LACTOSE FREE MILK 6/32 FL OZ,"Our 2% lactose-free milk gives you and your customers all of the flavor, freshness, and versatility you expect with none of the lactose. From more complex baking applications to simple dishes like cereal, or even just pouring a tall glass for a refreshing sip, its creamy texture and rich taste help you create an unforgettable experience every time. And, with extended shelf life and efficient one-quart cartons, you can maximize your storage space while delighting all those you serve.","REDUCED FAT MILK, LACTASE (ENZYME), VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",6/32FLOZ,Milk,,Ready to Drink,BEVERAGES,,
american-heritage-yellow-pasteurized-process-american-slices-12-1-24-slices/,071505024198,AMERICAN HERITAGE YELLOW PASTEURIZED PROCESS AMERICAN SLICES – 12/1# 24 SLICES,"Smooth and consistent, American Heritage Yellow Pasteurized Process American Slices ensure an irresistible melty texture in every application. That means you can elevate anything from juicy burgers to stacked sandwiches with no prep required thanks to the pre-portioned slices. Simply unwrap to create a culinary masterpiece.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",12/1#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
yellow-light-pasteurized-process-american-cheese-snack-slices-1-24-2-600-stacks-of-5-slices/,071505948227,YELLOW LIGHT PASTEURIZED PROCESS AMERICAN CHEESE SNACK SLICES – 1/24.2# 600 STACKS OF 5 SLICES,"These small, pre-portioned stacks of cheese are ideal for creating snack kits. And, what’s more, these Yellow Light Pasteurized Process American Cheese Snack Slices have 50% less fat and 30% fewer calories than regular pasteurized process American cheese. Add a creamy, cheesy touch to a snack pack.","MILK, WATER, MILK PROTEIN CONCENTRATE*, WHEY*, MODIFIED FOOD STARCH*, SODIUM CITRATE, SALT, LACTIC ACID, POTASSIUM CITRATE, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, COLOR ADDED. *INGREDIENT NOT IN REGULAR PASTEURIZED PROCESS AMERICAN CHEESE CONTAINS: MILK",1/24.2#,Slice,0.13oz.,Ready to Eat,PROCESSED CHEESE,1.1875,1.625
american-heritage-low-moisture-part-skim-mozzarrella-feather-shreds-12-8oz/,030900911366,AMERICAN HERITAGE LOW MOISTURE PART-SKIM MOZZARRELLA FEATHER SHREDS – 12/8OZ,"Low Moisture Part-Skim Mozzarella feather shredded cheese has a clean, slightly salty dairy profile making it the perfect ingredient to take your culinary creations to the next level. Anything from pizzas, omelets, and skillets to pasta and salads gets even better with that craveable texture and flavor that everyone loves.","LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",12/8OZ,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-colby-longhorn-1-14-random-weight/,071505552714,SCHREIBER COLBY LONGHORN – 1/14# RANDOM WEIGHT,"With its mild and buttery flavor profile, this cheese is perfect for a variety of applications. A firm body and slightly curdy texture make it perfect for shredding and slicing, adding a burst of flavor to sandwiches, burgers, omelets, and more. An excellent melting cheese, Colby can be enjoyed in both hot and cold applications. Whether melted or enjoyed straight from the block, our longhorn cheeses promise consistent quality and performance.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",1/14#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-whole-milk-12-32-fl-oz/,071505023993,SCHREIBER WHOLE MILK 12/32 FL OZ,"An irresistible combination of flavor and freshness, our whole milk is more than just a beverage – it’s a promise of quality and versatility from a dairy expert. From more complex baking applications to simple dishes like cereal, or even just pouring a tall glass for a refreshing sip, its creamy texture and rich taste help you create an unforgettable experience every time. And, with extended shelf life and efficient one-quart cartons, you can maximize your storage space while delighting all those you serve.","MILK, VITAMIN D3. CONTAINS: MILK",12/32FLOZ,Milk,,Ready to Drink,BEVERAGES,,
schreiber-pasteurized-process-swiss-american-slices-4-5-160-slices/,071505013840,SCHREIBER PASTEURIZED PROCESS SWISS AMERICAN SLICES – 4/5# 160 SLICES,"Elevate your menu to new levels with the perfect combination of American and Swiss flavors. Schreiber Pasteurized Process Swiss American Slices have a clean, slightly salty flavor profile that helps you delight taste buds with every bite. It also features a smooth, medium-firm texture and moderate melt when heated, making it the perfect addition to a wide range of dishes like chicken sandwiches, classic grilled cheese, juicy burgers, and hot ham and cheese.","MILK AND PART-SKIM MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, CITRIC ACID, SORBIC ACID (PRESERVATIVE), ENZYMES, SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
plain-cream-cheese-spread-bulk-1-30/,071505023597,PLAIN CREAM CHEESE SPREAD BULK – 1/30#,"Want to add a creamy touch to your offerings? This bulk cream cheese is the perfect solution. With their soft, spreadable texture and mild flavor profile, it’s versatile enough to enhance a variety of dishes. Whether you’re spreading them on a bagel or pastry, mixing them into a flavorful spread, or incorporating them into sandwiches and wraps, this cream cheese will elevate your kitchen creations effortlessly.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CITRIC ACID, XANTHAN GUM, CAROB BEAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",1/30#,Bulk,,SPREADING,CREAM CHEESE,,
schreiber-swiss-slices-12-1-32-slices/,071505015578,SCHREIBER SWISS SLICES – 12/1# 32 SLICES,"Our Swiss cheese slices feature a mild, sweet, nutty flavor profile and a firm body and smooth texture that melts beautifully when heated. Whether you’re serving up hot or cold sandwiches or creating a mouthwatering meat and cheese tray, this natural cheese is the perfect addition to your menu lineup!","PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES. AGED OVER 60 DAYS. CONTAINS: MILK",12/1#,Slice,0.5oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.88,3.88
schreiber-colby-jack-longhorn-1-14-random-weight/,071505562669,SCHREIBER COLBY JACK LONGHORN – 1/14# RANDOM WEIGHT,"With a mild, sweet, and tangy flavor profile, this cheese is perfect for a variety of applications. A firm body and smooth texture make it simple to shred and slice, making it easy to add a burst of flavor to sandwiches, burgers, omelets, and more. Whether melted or enjoyed straight from the block, our longhorn cheeses promise consistent quality and performance, elevating every dish with their savory goodness.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED (IN COLBY CHEESE). CONTAINS: MILK",1/14#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
mexican-blend-fancy-shreds-4-5/,071505960229,MEXICAN BLEND FANCY SHREDS – 4/5#,"Streamline your operation with this ready-to-use shredded cheese blend! Made from a combination of Monterey Jack, Mild Cheddar, Queso Quesadilla, and Asadero cheeses, it offers a unique flavor profile that is a perfect addition to your Mexican dish. And, with its curdy, creamy smooth texture and fancy shred, it provides great coverage and melts seamlessly over any dish, from salads and tacos to pasta and pizza.","MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), QUESO QUESADILLA CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), ASADERO CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
schreiber-white-pasteurized-process-american-slices-4-5-160-slices/,071505013741,SCHREIBER WHITE PASTEURIZED PROCESS AMERICAN SLICES – 4/5# 160 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber White Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
pauly-colby-jack-loaf-2-5/,030900007281,PAULY COLBY JACK LOAF – 2/5#,"Colby Jack is the perfect combination of convenience and versatility. With its mild, sweet, and tangy flavor profile, it’s easy to add a burst of flavor to any dish. Plus, its slightly soft body and curdy texture make it ideal for shredding, slicing, or cubing. So, whether you’re crafting sandwiches, burgers, omelets, pasta, or quesadillas, you’ve found the perfect cheese.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLOR (IN COLBY CHEESE). CONTAINS: MILK",2/5#,Chunk,,Ready to Eat,NATURAL CHEESE,11.15,3.5
american-heritage-sharp-cheddar-chunk-12-8oz/,030900911656,AMERICAN HERITAGE SHARP CHEDDAR CHUNK – 12/8OZ,"Our Sharp Cheddar cheese boasts a full, rich flavor that’s sharp on the tongue followed by a delightful sweetness typical of Cheddar. Its firm body and smooth, slightly crumbly texture make it perfect for shredding or slicing, allowing you to customize your dishes with ease. Whether sprinkled on omelets, pasta, or soups, or featured on a decadent meat and cheese platter for snacking, our sharp cheddar helps add a burst of flavor that consumers will love.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",12/8OZ,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-white-pasteurized-process-cheese-product-slices-4-5-160-slices/,071505017145,SCHREIBER WHITE PASTEURIZED PROCESS CHEESE PRODUCT SLICES – 4/5# 160 SLICES,"With a mild American flavor profile and smooth, firm texture, this cheese is the perfect addition to burgers, grilled cheese sandwiches, or even a delicious egg sandwich, but at a more cost effective price point than American cheese. Plus, with its convenient pre-portioned slices and EZ Pick staggered design, it streamlines kitchen preparation, reduces waste, and ensures hassle-free cooking every time. So go ahead, add a creamy, melty touch to all your most popular dishes!","MILK, WATER, DAIRY PRODUCT SOLIDS, SODIUM CITRATE, MODIFIED FOOD STARCH, SALT, CONTAINS 2% OR LESS OF CHEESE CULTURE, CITRIC ACID, CREAM, ENZYMES, SORBIC ACID (PRESERVATIVE), SOY LECITHIN. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
