"id","masked_id","manufacturer_id","product_type","product_type_id","product_identifier","product_identifier_type","name","description","marketing_description","images","minimum_order_volume","minimum_order_volume_type","unit_count","unit_count_type","item_weight","item_weight_unit","ingredients","flavors","packaging_options","additional_info","metadata","external_links","status","created_at","updated_at"
403,"4F68QTJIJG",212,CATEGORY,1903,"16804",,"8 Oz Pizza Dough Ball Made With 00 Style Flour","High in moisture, our Dough Balls transform into Neapolitan-style pizzas sure to satisfy even the most discerning consumer. Offering our most authentic pizza making experience, Dough Balls arrive pre-portioned and ready to thaw, proof, stretch, top and bake into gourmet pies.","Frozen
|
Pizza Dough Balls
|
Unit Amount: 8.0 oz
|
To Prepare:
Bake
|
Keep Frozen","{https://images.keychain.com/wlp/4F68QTJIJG/12482804-5602-48be-9efd-ce87043d739e.jpeg,https://images.keychain.com/wlp/4F68QTJIJG/f88b209e-cf67-431e-a5f7-04a3b242d500.jpeg,https://images.keychain.com/wlp/4F68QTJIJG/fba1fc3f-1e28-4b07-be89-3a1ee2e1f380.jpeg,https://images.keychain.com/wlp/4F68QTJIJG/11171a33-3873-4fab-baad-a65ead6341e0.jpeg,https://images.keychain.com/wlp/4F68QTJIJG/e2b82f3a-0a31-4cfb-9a42-438048dda3d1.jpeg}",5000.000,Cases,,Case,8.000,OZ,"Ingredients For U.s. Market: Enriched Unbleached Wheat Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Enzyme), Water, Yeast, Salt, Sugar, Ascorbic Acid, Enzymes.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16804},active,2024-12-03 11:34:26.743,2024-12-03 11:34:26.743
402,GKB8R1YOOE,212,CATEGORY,3872,"16703",,Allen Uniced 1/2 Sheet Yellow Marble Cake,"1/2 sheet uniced yellow marble cake layer with a light and moist texture and a sweet flavor profile with subtle marshmallow and vanilla notes. 8 count 40 oz unit weight.","Frozen
|
Allen Uniced Cakes - 1/2 Sheet
|
Unit Amount: 40.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/GKB8R1YOOE/7d3f73b2-74df-47a2-9385-5c4e183b348c.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/db52f310-a427-4cb3-bbd2-0641c1f04a2f.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/0e3db735-9d6f-4db7-a051-8b0c37140c13.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/0bf80ecc-29ce-471e-b7b7-daa06b3cc98b.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/cf9074c7-f5e9-45a7-9b47-43d852e1884d.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/5457a70e-7aa8-4fdc-8324-d0aff4aa097a.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/8dc58b10-c577-47aa-99d7-725b281d4b11.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/4b98970a-35b9-4c1c-b5ac-50cafe1e9b1b.jpeg,https://images.keychain.com/wlp/GKB8R1YOOE/276b1bad-8108-407a-bafb-23e7b898c372.jpeg}",5000.000,Cases,,Case,40.000,OZ,"Sugar, Enriched Bleached Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg Whites, Soybean Oil, Eggs, Water, Contains Less Than 2% Of The Following: Cocoa Alkali Processed, Skim Milk, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Propylene Glycol Mono And Diesters Of Fats And Fatty Acids, Salt, Whey (a Milk Derivative), Wheat Starch, Modified Cornstarch, Mono And Diglycerides, Dextrose, Natural And Artificial Flavor (contains Milk Ingredients), Sodium Caseinate (a Milk Derivative), Xanthan Gum, Polysorbate 60, Sodium Stearoyl Lactylate, Soy Lecithin, Disodium Phosphate, Ascorbic Acid, Citric Acid, Artificial Color (yellow 5 Lake).",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16703},active,2024-12-03 11:34:19.070,2024-12-03 11:34:19.070
401,DH1ERPSL3S,212,CATEGORY,3872,"16702",,Allen Uniced 1/2 Sheet Nat &art Flvrd Chocolate Cake,"1/2 sheet uniced chocolate flavored cake layer with a light and moist texture and a sweet flavor profile with clean milk chocolate notes. 8 count 40 oz unit weight.","Frozen
|
Allen Uniced Cakes - 1/2 Sheet
|
Unit Amount: 40.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/DH1ERPSL3S/7c5af99c-97c4-4aba-82ee-c5fa11bbb006.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/925f87cf-8167-4027-8d63-879a8a28f6a9.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/f42277af-b2b7-4d29-ac6f-990ac330aed7.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/1faa298c-dbac-4cae-b89c-05f76cbe274d.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/8e47753a-9944-4a03-8751-da663adefc74.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/0beaae26-c477-439e-ba3e-1894ef6e465e.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/654ca2b2-e3ca-4911-be63-a1a6dc738ea3.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/219131b1-63ae-4829-b3cc-d04880234faa.jpeg,https://images.keychain.com/wlp/DH1ERPSL3S/0e9a8f57-099d-40d0-80f6-a6d8df1445cb.jpeg}",5000.000,Cases,,Case,40.000,OZ,"Sugar, Enriched Bleached Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg Whites, Soybean Oil, Eggs, Skim Milk, Cocoa Alkali Processed, Water, Contains Less Than 2% Of The Following: Leavening (baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Propylene Glycol Mono And Diesters Of Fats And Fatty Acids, Modified Tapioca And Corn Starch, Whey (a Milk Derivative), Salt, Mono And Diglycerides, Natural And Artificial Flavor, Sodium Caseinate (a Milk Derivative), Polysorbate 60, Wheat Starch, Guar Gum, Xanthan Gum, Sodium Stearoyl Lactylate, Soy Lecithin, Disodium Phosphate, Ascorbic Acid, Citric Acid.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16702},active,2024-12-03 11:34:14.814,2024-12-03 11:34:14.814
400,"9Y7ID5EQ0J",212,CATEGORY,3872,"16700",,Allen Uniced 1/2 Sheet White Cake,"1/2 sheet uniced white cake layer with a light and moist texture and a sweet flavor profile with subtle marshmallow and vanilla notes. 8 count 40 oz unit weight.","Frozen
|
Allen Uniced Cakes - 1/2 Sheet
|
Unit Amount: 40.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/9Y7ID5EQ0J/92943725-66ed-47ed-8fc2-2c21a4f00c29.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/e02cf0d1-5f84-48d3-97d8-9513d0a0a49a.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/3d06f812-9cd7-4021-bd67-816b46c4b45b.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/34f229a4-400c-42f9-ac15-1d6d158f6578.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/a6a73e8b-21f6-4b40-9ab4-56e662cdbb06.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/ed8685fa-749d-4177-b3db-9ba3f5ffc154.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/fa44621d-fbfd-457e-b0c2-04f448c72443.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/996d2175-c600-4a44-8801-1d5e061ad5a6.jpeg,https://images.keychain.com/wlp/9Y7ID5EQ0J/6fc13202-5656-4df8-8a1c-f1ece025d547.jpeg}",5000.000,Cases,,Case,40.000,OZ,"Sugar, Enriched Bleached Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg Whites, Water, Soybean Oil, Eggs, Contains Less Than 2% Of The Following: Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Wheat Starch, Modified Tapioca And Corn Starch, Propylene Glycol Mono And Diesters Of Fats And Fatty Acids, Whey (a Milk Derivative), Salt, Dextrose, Mono And Diglycerides, Sodium Caseinate (a Milk Derivative), Natural And Artificial Flavor, Polysorbate 60, Guar Gum, Xanthan Gum, Sodium Stearoyl Lactylate, Soy Lecithin, Disodium Phosphate, Ascorbic Acid, Citric Acid.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16700},active,2024-12-03 11:34:09.991,2024-12-03 11:34:09.991
399,TKV7LENDPC,212,CATEGORY,2418,"16659",,Strawberry Naturally Flavored Bettercreme,"Pre-whipped strawberry flavored icing with a smooth texture, and a light and creamy taste.","Frozen
|
Bettercreme Icings - Pre-Whipped
|
Unit Amount: 12.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/TKV7LENDPC/dfc3befd-6375-4a08-b4ed-49fbd4af8e50.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/81702c34-0fbc-4db3-b128-3baaf1e8dfb9.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/f661f09c-9a4a-42dd-9611-e4087b0c5887.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/5b90d0ce-24b3-42e2-9356-008bb93b8ef0.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/f86f1534-731c-4d3b-b308-8c86902ec188.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/8d74d969-4355-497b-a8dd-b886c734c161.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/ad9f7ec4-609c-4d5c-80d9-e4954b1b7c7a.jpeg,https://images.keychain.com/wlp/TKV7LENDPC/ced7c793-bb08-450e-b47e-db5e7e6b7992.jpeg}",5000.000,Cases,,Case,12.000,OZ,"Sugar, Water, Hydrogenated Vegetable Oils (palm, Palm Kernel, Coconut And/or Cottonseed), Corn Syrup, Dextrose, Contains Less Than 2% Of The Following: Sodium Caseinate (a Milk Derivative), Natural Flavor, Carbohydrate Gum, Polysorbate 60, Salt, Colored With (vegetable Juice), Cellulose Gel, Natural Flavor (contains Milk Ingredients), Disodium Phosphate, Sodium Citrate, To Preserve Freshness (potassium Sorbate), Sorbitan Monostearate, Cellulose Gum, Xanthan Gum, Colored With (beta Carotene), Contains Traces Of Soybeans.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16659},active,2024-12-03 11:34:06.204,2024-12-03 11:34:06.204
398,HRX9Q5RJRW,212,CATEGORY,2418,"16658",,Cream Cheese Naturally Flavored Bettercreme,"Pre-whipped cream cheese flavored icing with a smooth texture, and a light and creamy taste.","Frozen
|
Bettercreme Icings - Pre-Whipped
|
Unit Amount: 12.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/HRX9Q5RJRW/d119256c-895d-44c9-a7c4-aefe73c877f2.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/169ee972-e8f2-46ef-9ed9-a8cb5b6d45ef.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/dd30191a-ba81-4a8c-bac5-ef78f0a4e640.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/4d3a8d78-8d08-459d-b383-950050d2475b.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/53c1cb4a-d508-4b18-845c-a1ca47159c7b.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/03288fd4-7337-4170-a6c9-c4c3c7ed45c2.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/ea34f1aa-5c7a-4257-a0a9-cc6285b7c196.jpeg,https://images.keychain.com/wlp/HRX9Q5RJRW/1b6e8533-e525-4930-9adb-9a54d88dcc85.jpeg}",5000.000,Cases,,Case,12.000,OZ,"Sugar, Water, Hydrogenated Vegetable Oil (palm, Palm Kernel, Coconut And/or Cottonseed), Corn Syrup, Dextrose, Contains Less Than 2% Of The Following: Cream Cheese (milk, Nonfat Dry Milk, Cultures, Salt, Carob Bean Gum, Enzyme), Sodium Caseinate (a Milk Derivative), Natural Flavor (contains Milk Ingredients), Polysorbate 60, Carbohydrate Gum, Disodium Phosphate, Sodium Citrate, Salt, Cellulose Gel, To Preserve Freshness (potassium Sorbate), Polyglycerol Esters Of Fatty Acids, Cellulose Gum, Xanthan Gum, Colored With (turmeric And Annatto Extracts).",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16658},active,2024-12-03 11:34:02.661,2024-12-03 11:34:02.661
397,"3YCDDCL1OP",212,CATEGORY,2418,"16656",,Caramel Naturally Flavored Bettercreme,"Pre-whipped Caramel flavored icing with a smooth texture, and a light and creamy taste.","Frozen
|
Bettercreme Icings - Pre-Whipped
|
Unit Amount: 12.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/3YCDDCL1OP/33456722-905e-4985-8507-5d972367f721.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/fd7ec555-7e98-41aa-97e6-38f9b11667c0.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/8b8b5fc6-4fe2-4e2a-9907-ad412ae55e1f.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/69ac390d-aefe-4355-8e8d-7740f019da95.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/f7564097-9a14-46bc-926b-4f01a1c62d6e.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/9edaf29a-1fce-42e2-91ef-3cd99ad8487b.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/12133cb2-53f9-420e-a79e-718c440e4e9c.jpeg,https://images.keychain.com/wlp/3YCDDCL1OP/80d64a75-57e0-4808-afca-3a1692e23611.jpeg}",5000.000,Cases,,Case,12.000,OZ,"Sugar, Water, Hydrogenated Vegetable Oil (palm, Palm Kernel, Coconut And/or Cottonseed), Corn Syrup, Dextrose, Contains Less Than 2% Of The Following: Sodium Caseinate (a Milk Derivative), Colored With (fruit Juice Concentrates, Annatto), Natural Flavor, Carbohydrate Gum, Polysorbate 60, Salt, Cellulose Gel, Disodium Phosphate, Sodium Citrate, To Preserve Freshness (potassium Sorbate), Sorbitan Monostearate, Cellulose Gum, Xanthan Gum.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16656},active,2024-12-03 11:33:59.063,2024-12-03 11:33:59.063
396,"2K00FA1CWV",212,CATEGORY,1318,"16637",,Our Specialty Treat Shop™ 12 Count Chocolate Chip Sandwich Cookies,CHOCOLATE CHIP COOKIES WITH VANILLA FLAVORED ICING AND CHOCOLATE CHIPS,"Frozen
|
Baked Cookies - Our Specialty Treat Shop
|
Unit Amount: 15.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/2K00FA1CWV/3cf48921-84d6-419f-9890-a8df4efde8c8.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/e3ee1e2d-559b-49ea-b8fb-a765fc68734a.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/2bbdc5a7-898c-4a65-bb2e-180270750aa4.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/d036e2d5-4983-4819-8935-9ae3fc0510fd.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/0e774b19-ffa3-4aff-b8b6-e2f2a038be03.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/98645591-2255-4eb7-b97b-ec46736c520e.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/39618f03-b832-4097-9a68-7f61fc1c9473.jpeg,https://images.keychain.com/wlp/2K00FA1CWV/4e5fabe8-016e-4663-a8cd-3164f0d030a1.jpeg}",5000.000,Cases,,Case,15.000,OZ,"Sugar, Enriched Bleached Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Margarine (palm Oil, Water, Soybean Oil, Salt, Mono And Diglycerides, Soy Lecithin, To Preserve Freshness [potassium Sorbate], Vitamin A Palmitate), Semisweet Chocolate Chips (sugar, Chocolate Liquor, Milkfat, Cocoa Butter, Dextrose, Soy Lecithin, Natural Flavor), Palm And Soybean Oils, Invert Sugar, Contains Less Than 2% Of The Following: Modified Cornstarch, Molasses, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Natural Flavor, Eggs, Salt, Polysorbate 60, Corn Syrup Solids, Calcium Phosphate, Egg Whites.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16637},active,2024-12-03 11:33:55.886,2024-12-03 11:33:55.886
395,"2NC1DCBLSD",212,CATEGORY,1318,"16619",,Our Specialty Treat Shop™ 6 Count Chocolate Chip Sandwich Cookies,CHOCOLATE CHIP COOKIES WITH VANILLA FLAVORED ICING AND CHOCOLATE CHIPS  NO COLORS FROM ARTIFICIAL SOURCES NO ARTIFICIAL FLAVORS NO HIGH FRUCTOSE CORN SYRUP PEANUT &amp; TREE NUT FREE,"Frozen
|
Baked Cookies - Our Specialty Treat Shop
|
Unit Amount: 7.5 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/2NC1DCBLSD/c02bc0d8-3ca9-4f82-9209-07b0287aca69.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/1c4d42ca-6f73-424f-a67a-a6d7697f88a7.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/a4b955b4-8fc5-40fd-9241-99cb773da89d.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/5fca55c6-a2c6-43ae-8f57-394085b62e35.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/210484dc-ed5b-4bb2-90c8-2bfc785cdad4.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/5030bf33-756a-46c2-b2eb-38c9c42b35ff.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/bbf0df71-15ed-436f-b01a-e7b989d6e384.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/50368647-3bd3-4e20-a858-4c0ce7d080f9.jpeg,https://images.keychain.com/wlp/2NC1DCBLSD/1e4c7834-81dd-4674-966b-dd2beda1a3da.jpeg}",5000.000,Cases,,Case,7.500,OZ,"Sugar, Enriched Bleached Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Margarine (palm Oil, Water, Soybean Oil, Salt, Mono And Diglycerides, Soy Lecithin, To Preserve Freshness [potassium Sorbate], Vitamin A Palmitate), Semisweet Chocolate Chips (sugar, Chocolate Liquor, Milkfat, Cocoa Butter, Dextrose, Soy Lecithin, Natural Flavor), Palm And Soybean Oils, Invert Sugar, Contains Less Than 2% Of The Following: Modified Cornstarch, Molasses, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Natural Flavor, Eggs, Salt, Polysorbate 60, Corn Syrup Solids, Calcium Phosphate, Egg Whites.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16619},active,2024-12-03 11:33:50.496,2024-12-03 11:33:50.496
394,"9092MVLF2W",212,CATEGORY,1318,"16612",,Our Specialty Treat Shop™ 6 Count Sprinkle Sugar Sandwich Cookies,SANDWICH COOKIES FILLED WITH VANILLA FLAVORED ICING &amp; RAINBOW SPRINKLES  NO COLORS FROM ARTIFICIAL SOURCES NO ARTIFICIAL FLAVORS NO HIGH FRUCTOSE CORN SYRUP PEANUT &amp; TREE NUT FREE,"Frozen
|
Baked Cookies - Our Specialty Treat Shop
|
Unit Amount: 7.5 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/9092MVLF2W/575973fa-20bf-45d9-88b3-08f2780cb706.jpeg,https://images.keychain.com/wlp/9092MVLF2W/4ac8c1bb-d82c-4e7e-a9d0-7c4c3975d2ef.jpeg,https://images.keychain.com/wlp/9092MVLF2W/5fa0463d-79ab-4f6b-9f4e-5a75f52faaa7.jpeg,https://images.keychain.com/wlp/9092MVLF2W/25c51913-371f-4ec1-bf9d-8552f439c67f.jpeg,https://images.keychain.com/wlp/9092MVLF2W/98620a9b-e281-455d-aacf-d7d1a2f1808d.jpeg,https://images.keychain.com/wlp/9092MVLF2W/975b2f51-3379-43f6-8f2c-e8e3c92ae337.jpeg,https://images.keychain.com/wlp/9092MVLF2W/c322886a-37d4-4d0b-92ae-209805ea1acb.jpeg,https://images.keychain.com/wlp/9092MVLF2W/8f12dd58-dab3-4487-94f9-b71e89dc58fe.jpeg,https://images.keychain.com/wlp/9092MVLF2W/57c70f5e-f9ab-4568-900c-c836c9268335.jpeg}",5000.000,Cases,,Case,7.500,OZ,"Sugar, Enriched Unbleached Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Margarine (palm Oil, Water, Soybean Oil, Salt, Mono And Diglycerides, Soy Lecithin, To Preserve Freshness [potassium Sorbate], Vitamin A Palmitate), Cornstarch, Palm And Palm Kernel Oils, Palm And Soybean Oils, Invert Sugar, Contains Less Than 2% Of The Following: Colored With (curcumin, Turmeric, Annatto, Beet Juice, Red Cabbage Juice, Beta Carotene), Modified Cornstarch, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Butter (cream [from Milk], Salt), Natural Flavor, Eggs, Soy Lecithin, Salt, Polysorbate 60, Corn Syrup Solids, Calcium Phosphate, Egg Whites, Sunflower Lecithin, Confectioner's Glaze, Carnauba Wax, Dextrin, Maltodextrin.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16612},active,2024-12-03 11:33:48.406,2024-12-03 11:33:48.406
393,T9N5CGBR4H,212,CATEGORY,2080,"16537",,"7"" Double Layer Chocolate Sinsation Cake Naturally & Artificially Flavored",Chocolate Sinsation Cake Naturally &amp; Artificially Flavored Moist chocolate cake with rich chocolate cream cheese icing,"Frozen
|
Cakes - Fully Finished
|
Unit Amount: 33.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/T9N5CGBR4H/71eab9dd-9876-4e0d-95fa-ae1d6654edd6.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/f69a884e-bb11-4751-8e7a-86a790efd1df.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/c6ad9d1a-234d-4117-b067-dee764a6bb74.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/ab1ee471-2fd5-48f7-a4c4-a2fff695dcd9.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/d3656358-c654-4b91-b374-8002935097ce.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/da90e50d-a2b9-4a73-a708-b44f307c3791.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/d47d0a10-49b1-49c7-942e-743aca32cb22.jpeg,https://images.keychain.com/wlp/T9N5CGBR4H/1db35e58-bc9b-413b-9475-55a3d1f1e06e.jpeg}",5000.000,Cases,,Case,33.000,OZ,"Sugar, Enriched Bleached Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cream Cheese (milk, Cream, Cheese Culture, Salt, Carob Bean Gum), Vegetable Shortening (palm And Soybean Oils, Mono And Diglycerides, Polysorbate 60), Margarine (palm Oil, Water, Soybean Oil, Salt, Mono And Diglycerides, Artificial Flavor, Annatto Extract, To Preserve Freshness [calcium Disodium Edta], Vitamin A Palmitate), Soybean Oil, Egg Whites, Cocoa Alkali Processed, Eggs, Confectionary Wafers (sugar, Palm Kernel And Palm Oil, Cocoa Alkali Processed, Nonfat Dry Milk, Soy Lecithin, Natural Flavor), Skim Milk, Contains Less Than 2% Of The Following: Leavening (baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Modified Tapioca And Corn Starch, Semisweet Chocolate (sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin, Natural Flavor, Salt), Heavy Cream (cream, Milk, Nonfat Milk, Carrageenan, Cellulose Gum, Monoglycerides, Polysorbate 80, Salt, Guar Gum), Propylene Glycol Mono And Diesters Of Fats And Fatty Acids, Natural And Artificial Flavor, Whey, Salt, Mono And Diglycerides, Sodium Caseinate, Polysorbate 60, Soy Lecithin, Wheat Starch, Guar Gum, Xanthan Gum, Corn Syrup, Chocolate Liquor, Sodium Stearoyl Lactylate, Natural Flavor, Disodium Phosphate, Ascorbic Acid, Citric Acid, High Fructose Corn Syrup, To Preserve Freshness (potassium Sorbate, Propylene Glycol).",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16537},active,2024-12-03 11:33:48.396,2024-12-03 11:33:48.396
392,LENY2JJA0P,212,CATEGORY,2080,"16536",,"7"" Double Layer Sinfullywhitecake","7"" double layer cake. Sinfully White Cake  (Moist White Cake with Rich Cream Cheese Icing)","Frozen
|
Cakes - Fully Finished
|
Unit Amount: 34.0 oz
|
To Prepare:
Thaw
|
Keep Frozen","{https://images.keychain.com/wlp/LENY2JJA0P/9db3defa-e708-4169-a4de-77e5cd3cb337.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/24a91a62-3f01-4a8b-96ec-b455cdf38352.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/b5f518ac-53a7-474f-86dc-1b49c2a05dfa.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/bbfe7df1-97fa-45c0-a7cf-2519afc87f19.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/6f404e51-e77d-4d2f-9c46-216026887461.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/892e8600-7719-4401-bbe1-966a28fee9ca.jpeg,https://images.keychain.com/wlp/LENY2JJA0P/937365a8-aeff-4151-b51a-799a79224b8e.jpeg}",5000.000,Cases,,Case,34.000,OZ,"Sugar, Enriched Bleached Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cream Cheese (milk, Cream, Cheese Culture, Salt, Carob Bean Gum), Margarine (palm Oil, Water, Soybean Oil, Salt, Mono And Diglycerides, Artificial Flavor, Annatto Extract, To Preserve Freshness [calcium Disodium Edta], Vitamin A Palmitate), Vegetable Shortening (palm And Soybean Oils, Mono And Diglycerides, Polysorbate 60), Egg Whites, Soybean Oil, Eggs, White Confectionary Wafers (sugar, Palm Kernel And Palm Oil, Nonfat Dry Milk, Whole Milk, Soy Lecithin, Natural Flavor), Contains Less Than 2% Of The Following: Cornstarch, Palm And Palm Kernel Oils, Modified Tapioca And Corn Starch, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Wheat Starch, Propylene Glycol Mono And Diesters Of Fats And Fatty Acids, Whey, Salt, Dextrose, Natural And Artificial Flavor, Mono And Diglycerides, Sodium Caseinate, Soy Lecithin, Polysorbate 60, Guar Gum, Xanthan Gum, Sodium Stearoyl Lactylate, Dextrin, Disodium Phosphate, Confectioner's Glaze, Carnauba Wax, Ascorbic Acid, Citric Acid.",,,,"{}",{https://www.richsusa.com/products/?rpc_action=factsheet&product_code=16536},active,2024-12-03 11:33:42.050,2024-12-03 11:33:42.050
